location,bhk,areawithtype,area,built_up_area,transaction,status,floornum,totalfloor,furnishing,facing,price_per_sqft,price,latitude,longitude
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2125,2338,New Property,Ready to Move,6,7,Unfurnished,East,8200,3.0,23.0445921,72.517344
drive in rd/gurukul/naranpura,4,Carpet Area,2025,2228,New Property,Under Construction,13,14,Unfurnished,East,7500,2.61,23.0448126,72.5436264
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2095,2304,New Property,Ready to Move,3,7,Unfurnished,East,8200,3.12,23.0445921,72.517344
shela,5,Carpet Area,3358,3694,New Property,Under Construction,8,14,Unfurnished,East,5500,3.35,23.01313705,72.45356756504998
science city,4,Carpet Area,2217,2439,New Property,Under Construction,4,14,Unfurnished,East,6647,2.68,23.077854,72.49479798780331
shela,5,Carpet Area,3151,3466,New Property,Under Construction,10,14,Unfurnished,East,5500,3.15,23.01313705,72.45356756504998
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2204,2424,New Property,Under Construction,15,18,Unfurnished,East,7500,2.85,23.0445921,72.517344
shela,5,Carpet Area,3160,3476,New Property,Under Construction,11,14,Unfurnished,East,5500,3.15,23.01313705,72.45356756504998
thaltej,4,Carpet Area,2489,2738,New Property,Under Construction,11,13,Unfurnished,East,7200,3.09,23.0485393,72.511742
shela,5,Carpet Area,2706,2977,New Property,Under Construction,12,14,Unfurnished,East,5500,2.7,23.01313705,72.45356756504998
thaltej,4,Carpet Area,2134,2347,New Property,Ready to Move,11,13,Unfurnished,East,9000,3.31,23.0485393,72.511742
thaltej,4,Carpet Area,2320,2552,New Property,Ready to Move,5,7,Unfurnished,East,8500,3.4,23.0485393,72.511742
thaltej,4,Carpet Area,2018,2220,New Property,Ready to Move,12,17,Unfurnished,East,8800,3.06,23.0485393,72.511742
thaltej,4,Carpet Area,3045,3350,New Property,Ready to Move,6,13,Unfurnished,East,7700,3.34,23.0485393,72.511742
science city,4,Carpet Area,2430,2673,New Property,Under Construction,3,13,Unfurnished,East,6766,2.99,23.077854,72.49479798780331
science city,4,Carpet Area,2574,2831,New Property,Under Construction,2,13,Unfurnished,East,6761,3.17,23.077854,72.49479798780331
bopal/ghuma/shilaj/ambli,4,Super Area,6315,6315,New Property,Under Construction,4,20,Unfurnished,East,7100,4.48,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2550,2805,New Property,Under Construction,7,10,Unfurnished,East,7700,3.58,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2651,2916,New Property,Under Construction,5,10,Unfurnished,East,9000,4.26,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,4380,4380,Resale,Other,10,14,Unfurnished,North - East,8500,3.72,23.02353855,72.47052697610516
shela,5,Super Area,6421,6421,Resale,Ready to Move,6,11,Unfurnished,North - East,6000,3.85,23.01313705,72.45356756504998
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2444,2688,New Property,Under Construction,2,7,Unfurnished,East,7988,3.55,23.0445921,72.517344
thaltej,4,Carpet Area,2184,2402,Resale,Ready to Move,5,14,Furnished,East,10503,3.8,23.0485393,72.511742
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2429,2672,New Property,Under Construction,8,20,Unfurnished,East,8900,3.93,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2850,3135,New Property,Under Construction,8,21,Unfurnished,East,8700,4.49,23.0445921,72.517344
thaltej,4,Carpet Area,2583,2841,Resale,Ready to Move,11,12,Unfurnished,East,9779,4.21,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Super Area,5200,5200,New Property,Under Construction,15,19,Unfurnished,East,8500,4.42,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2841,3125,Resale,Other,8,10,Semi-Furnished,East,8500,4.02,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2558,2814,New Property,Under Construction,8,14,Unfurnished,East,9500,4.41,23.02353855,72.47052697610516
drive in rd/gurukul/naranpura,4,Super Area,3600,3600,New Property,Under Construction,8,13,Unfurnished,East,10000,3.6,23.0448126,72.5436264
bopal/ghuma/shilaj/ambli,5,Carpet Area,3642,4006,New Property,Under Construction,11,12,Unfurnished,East,5681,3.63,23.02353855,72.47052697610516
shela,4,Carpet Area,3210,3531,Resale,Other,8,15,Unfurnished,North - East,6493,3.79,23.01313705,72.45356756504998
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2842,3126,New Property,Under Construction,14,16,Unfurnished,East,7500,3.67,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2842,3126,New Property,Under Construction,9,17,Unfurnished,East,7500,3.67,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,3135,3449,New Property,Under Construction,18,22,Unfurnished,East,6702,3.82,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2714,2985,Resale,Other,16,22,Unfurnished,East,9195,4.16,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2097,2307,New Property,Ready to Move,5,12,Unfurnished,East,8166,3.5,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,5200,5720,New Property,Under Construction,-2,19,Unfurnished,East,8000,4.16,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2400,2640,Resale,Other,9,14,Unfurnished,East,8500,3.72,23.02353855,72.47052697610516
shela,4,Super Area,6421,6421,Resale,Other,9,22,Unfurnished,East,5800,3.72,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Super Area,4930,4930,New Property,Under Construction,0,10,Unfurnished,North,8300,4.09,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2815,3097,New Property,Ready to Move,5,7,Unfurnished,East,8100,3.93,23.0445921,72.517344
thaltej,4,Carpet Area,2170,2387,Resale,Ready to Move,3,14,Furnished,East,10365,3.75,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Carpet Area,2700,2970,Resale,Other,7,12,Unfurnished,North - East,8493,3.95,23.02353855,72.47052697610516
shela,5,Super Area,4508,4508,Resale,Ready to Move,14,20,Unfurnished,East,8208,3.7,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,2151,2366,Resale,Ready to Move,8,13,Unfurnished,East,9202,3.6,23.02353855,72.47052697610516
shela,4,Super Area,5837,5837,Resale,Ready to Move,15,20,Unfurnished,East,6287,3.67,23.01313705,72.45356756504998
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,3200,3520,New Property,Under Construction,5,17,Unfurnished,East,7700,3.77,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,5,Carpet Area,2610,2871,Resale,Ready to Move,12,13,Unfurnished,North,10000,4.5,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,6,Super Area,6300,6300,Resale,Ready to Move,1,3,Semi-Furnished,East,6587,4.15,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2145,2360,Resale,Ready to Move,9,14,Semi-Furnished,East,9586,3.75,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2624,2886,New Property,Under Construction,11,21,Unfurnished,East,8886,4.02,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Super Area,3885,3885,New Property,Ready to Move,2,5,Unfurnished,North - East,10039,3.9,23.0445921,72.517344
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Super Area,3180,3180,Resale,Ready to Move,8,10,Furnished,East,11038,3.51,23.0002435,72.5054049
shela,5,Carpet Area,2500,2750,Resale,Ready to Move,14,21,Unfurnished,East,8762,3.95,23.01313705,72.45356756504998
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Carpet Area,3000,3300,Resale,Ready to Move,5,12,Furnished,East,10000,4.5,23.0002435,72.5054049
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2695,2965,New Property,Under Construction,11,17,Unfurnished,East,7490,3.67,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Super Area,4700,4700,New Property,Under Construction,5,10,Unfurnished,East,9000,4.23,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2556,2812,New Property,Under Construction,10,22,Unfurnished,East,8900,3.79,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Super Area,6045,6045,New Property,Under Construction,15,22,Semi-Furnished,East,6600,3.98,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Super Area,4000,4000,New Property,Ready to Move,2,7,Unfurnished,North - East,9950,3.98,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2280,2508,New Property,Ready to Move,4,7,Unfurnished,East,9625,3.85,23.0445921,72.517344
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Super Area,4015,4015,Resale,Ready to Move,6,12,Unfurnished,East,10585,4.25,23.0002435,72.5054049
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2800,3080,Resale,Ready to Move,4,7,Unfurnished,East,8088,3.85,23.0445921,72.517344
vaishnodevi circle,4,Carpet Area,2373,2610,Resale,Ready to Move,14,17,Furnished,South -West,9863,3.6,23.0428,72.5964
shela,5,Super Area,4508,4508,Resale,Ready to Move,10,20,Unfurnished,East,8319,3.75,23.01313705,72.45356756504998
thaltej,4,Carpet Area,2170,2387,Resale,Ready to Move,4,13,Furnished,East,17972,3.9,23.0485393,72.511742
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2100,2310,Resale,Ready to Move,3,6,Unfurnished,East,8500,3.67,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,3120,3432,New Property,Under Construction,11,17,Unfurnished,North,8462,4.4,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,3900,3900,Resale,Ready to Move,8,15,Unfurnished,East,9615,3.75,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,5,Carpet Area,3200,3520,Resale,Ready to Move,12,13,Unfurnished,East,9548,4.25,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2490,2739,New Property,Under Construction,3,11,Unfurnished,East,9625,3.85,23.0445921,72.517344
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Carpet Area,2925,3218,Resale,Ready to Move,7,9,Unfurnished,East,10000,4.5,23.0002435,72.5054049
bopal/ghuma/shilaj/ambli,4,Carpet Area,3200,3520,New Property,Under Construction,14,22,Unfurnished,East,6570,3.74,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2600,2860,Resale,Ready to Move,4,12,Furnished,West,17308,4.5,23.0445921,72.517344
shela,4,Carpet Area,3211,3532,Resale,Ready to Move,15,20,Unfurnished,East,6300,3.67,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,2738,3012,Resale,Ready to Move,7,13,Unfurnished,East,9586,3.75,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,5700,6270,New Property,Under Construction,4,22,Unfurnished,East,7000,3.99,23.02353855,72.47052697610516
paldi/derasar-rd/ambawadi,4,Carpet Area,3000,3300,New Property,Ready to Move,12,17,Unfurnished,East,9626,3.85,23.0145531,72.5635432
thaltej,3,Carpet Area,1484,1632,Resale,Ready to Move,6,10,Furnished,North - East,25606,3.8,23.0485393,72.511742
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2140,2354,Resale,Ready to Move,4,10,Unfurnished,East,9163,3.56,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2358,2594,Resale,Ready to Move,5,12,Unfurnished,East,8537,3.66,23.02353855,72.47052697610516
thaltej,4,Carpet Area,2850,3135,New Property,Ready to Move,1,11,Unfurnished,North - East,8000,4.08,23.0485393,72.511742
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2460,2706,New Property,Under Construction,17,21,Unfurnished,East,9318,4.1,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Super Area,4900,4900,New Property,Under Construction,10,17,Unfurnished,North,7500,3.67,23.0445921,72.517344
thaltej,4,Carpet Area,2500,2750,New Property,Ready to Move,1,11,Furnished,North,10135,3.75,23.0485393,72.511742
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Carpet Area,1800,1980,Resale,Ready to Move,0,10,Unfurnished,North - East,22222,4.0,23.0002435,72.5054049
bodakdev/satellite/sindhubhavan marg,4,Super Area,4171,4171,Resale,Ready to Move,4,9,Unfurnished,East,9230,3.85,23.0445921,72.517344
science city,4,Carpet Area,5200,5720,New Property,Under Construction,10,22,Unfurnished,East,7200,3.74,23.077854,72.49479798780331
science city,5,Carpet Area,3600,3960,New Property,Under Construction,20,22,Unfurnished,East,6000,3.6,23.077854,72.49479798780331
bopal/ghuma/shilaj/ambli,5,Carpet Area,2500,2750,Resale,Ready to Move,5,12,Unfurnished,North - East,10000,4.5,23.02353855,72.47052697610516
science city,4,Carpet Area,2169,2386,Resale,Ready to Move,7,13,Furnished,East,9906,3.7,23.077854,72.49479798780331
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Super Area,3900,3900,Resale,Ready to Move,13,14,Furnished,East,9359,3.65,23.0002435,72.5054049
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,2700,2970,Resale,Ready to Move,9,10,Furnished,South,14444,3.9,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2090,2299,New Property,Under Construction,7,10,Unfurnished,East,9500,4.41,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,5,Carpet Area,3411,3752,New Property,Under Construction,5,13,Unfurnished,East,6602,4.1,23.1010002,72.5408363
bopal/ghuma/shilaj/ambli,4,Carpet Area,2717,2989,New Property,Under Construction,9,10,Unfurnished,East,7700,3.8,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2558,2814,New Property,Under Construction,8,10,Unfurnished,East,8900,4.13,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,4941,4941,Resale,Other,6,12,Unfurnished,North - East,8419,4.16,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2558,2814,New Property,Under Construction,5,10,Unfurnished,East,7902,3.67,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2127,2340,New Property,Under Construction,7,14,Unfurnished,East,9566,3.7,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,4,Carpet Area,2500,2750,Resale,Ready to Move,5,11,Furnished,East,9610,3.7,23.1010002,72.5408363
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2856,3142,Resale,Ready to Move,3,7,Unfurnished,West,7983,3.8,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2450,2695,New Property,Under Construction,11,22,Unfurnished,East,8900,3.93,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Super Area,4260,4260,New Property,Under Construction,3,21,Unfurnished,North,9500,4.04,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Super Area,4296,4296,New Property,Under Construction,8,12,Unfurnished,East,8194,3.52,23.02353855,72.47052697610516
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Carpet Area,2100,2310,New Property,Under Construction,5,14,Unfurnished,East,9787,3.99,23.0002435,72.5054049
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2690,2959,New Property,Under Construction,14,18,Unfurnished,East,7482,3.67,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,5,Carpet Area,3008,3309,Resale,Ready to Move,9,22,Unfurnished,East,6490,3.55,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2700,2970,New Property,Under Construction,11,17,Unfurnished,North - East,7500,3.6,23.0445921,72.517344
shela,5,Carpet Area,3531,3884,Resale,Other,4,18,Unfurnished,East,5500,3.53,23.01313705,72.45356756504998
thaltej,4,Carpet Area,2800,3080,New Property,Ready to Move,5,10,Unfurnished,East,9137,4.0,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Carpet Area,2558,2814,New Property,Under Construction,7,12,Unfurnished,East,8500,3.95,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,4651,4651,New Property,Under Construction,8,12,Unfurnished,East,8500,3.95,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2842,3126,New Property,Under Construction,17,20,Unfurnished,East,7776,3.81,23.02353855,72.47052697610516
thaltej,4,Carpet Area,2225,2448,Resale,Ready to Move,5,13,Furnished,East,17978,4.0,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Carpet Area,3379,3717,New Property,Under Construction,9,20,Unfurnished,East,6500,3.99,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Super Area,4188,4188,Resale,Ready to Move,3,7,Unfurnished,East,8500,3.55,23.0445921,72.517344
shela,5,Super Area,4508,4508,Resale,Ready to Move,6,20,Unfurnished,East,8208,3.7,23.01313705,72.45356756504998
bodakdev/satellite/sindhubhavan marg,4,Super Area,4900,4900,New Property,Under Construction,0,17,Unfurnished,North,7500,3.67,23.0445921,72.517344
thaltej,4,Carpet Area,2000,2200,Resale,Ready to Move,5,7,Unfurnished,East,10435,3.6,23.0485393,72.511742
thaltej,4,Carpet Area,2412,2653,Resale,Ready to Move,6,7,Furnished,East,16584,4.0,23.0485393,72.511742
navrangpura/memnagar/ellisbridge,4,Carpet Area,2495,2744,New Property,Under Construction,3,7,Unfurnished,East,8776,3.65,23.0359998,72.5643429
thaltej,4,Carpet Area,2100,2310,Resale,Ready to Move,5,7,Unfurnished,East,17857,3.75,23.0485393,72.511742
bodakdev/satellite/sindhubhavan marg,4,Super Area,4900,4900,Resale,Other,12,17,Unfurnished,East,7512,3.68,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2000,2200,Resale,Ready to Move,7,12,Furnished,East,20000,4.0,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,3457,3803,New Property,Under Construction,5,22,Unfurnished,East,6908,4.19,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2409,2650,New Property,Under Construction,7,14,Unfurnished,East,8500,3.72,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Super Area,4900,4900,New Property,Under Construction,2,17,Unfurnished,North,7500,3.67,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2420,2662,Resale,Ready to Move,4,14,Unfurnished,East,8977,3.95,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,5,Super Area,6700,6700,New Property,Under Construction,18,22,Semi-Furnished,East,6567,4.4,23.02353855,72.47052697610516
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Carpet Area,2800,3080,Resale,Ready to Move,6,9,Unfurnished,East,10000,4.5,23.0002435,72.5054049
bopal/ghuma/shilaj/ambli,5,Carpet Area,3400,3740,Resale,Ready to Move,12,13,Unfurnished,East,7478,4.21,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2733,3006,New Property,Under Construction,4,10,Unfurnished,North,9000,4.31,23.02353855,72.47052697610516
navrangpura/memnagar/ellisbridge,4,Carpet Area,2520,2772,New Property,Ready to Move,3,12,Unfurnished,North,8810,3.7,23.0359998,72.5643429
shela,4,Carpet Area,3531,3884,Resale,Other,7,20,Unfurnished,East,5800,3.72,23.01313705,72.45356756504998
thaltej,4,Super Area,5200,5200,Resale,Ready to Move,10,11,Unfurnished,South,7692,4.0,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Carpet Area,3000,3300,Resale,Ready to Move,7,13,Unfurnished,North - East,9586,3.75,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2900,3190,Resale,Ready to Move,8,12,Unfurnished,East,8731,4.21,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,1760,1936,New Property,Under Construction,3,20,Unfurnished,East,9200,3.68,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2800,3080,New Property,Ready to Move,2,4,Unfurnished,East,9400,3.57,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2363,2599,New Property,Ready to Move,4,12,Unfurnished,East,8212,3.52,23.02353855,72.47052697610516
naroda/hansol,3,Super Area,3000,3000,Resale,Ready to Move,3,4,Semi-Furnished,North,15000,4.5,23.0854097,72.6580946
bopal/ghuma/shilaj/ambli,4,Carpet Area,2050,2255,Resale,Ready to Move,12,22,Unfurnished,East,10360,3.6,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,4171,4588,Resale,Ready to Move,5,13,Semi-Furnished,North - East,9111,3.8,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2500,2750,Resale,Ready to Move,6,14,Unfurnished,East,10225,4.0,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Super Area,4000,4000,Resale,Ready to Move,7,12,Unfurnished,North,10375,4.15,23.0445921,72.517344
science city,4,Carpet Area,2169,2386,Resale,Ready to Move,9,13,Furnished,East,9906,3.7,23.077854,72.49479798780331
bopal/ghuma/shilaj/ambli,4,Carpet Area,2035,2238,New Property,Under Construction,8,14,Unfurnished,East,10000,3.7,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2558,2814,New Property,Under Construction,2,10,Unfurnished,East,9500,4.41,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,3083,3391,New Property,Ready to Move,5,13,Unfurnished,East,8050,4.2,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,4651,4651,Resale,Other,6,10,Unfurnished,East,8471,3.94,23.02353855,72.47052697610516
shela,4,Super Area,5883,5883,New Property,Ready to Move,5,10,Unfurnished,North - East,6551,3.85,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,3234,3557,New Property,Under Construction,5,12,Unfurnished,East,7500,4.41,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2409,2650,New Property,Under Construction,8,14,Unfurnished,East,9817,4.3,23.02353855,72.47052697610516
thaltej,4,Carpet Area,2220,2442,Resale,Ready to Move,5,12,Furnished,West,20270,4.5,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Carpet Area,2340,2574,Resale,Ready to Move,8,13,Unfurnished,East,9202,3.6,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2350,2585,Resale,Other,10,21,Unfurnished,East,8800,3.96,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Super Area,3967,3967,New Property,Under Construction,5,7,Semi-Furnished,East,9755,3.87,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,5,Carpet Area,3008,3309,Resale,Ready to Move,9,22,Unfurnished,East,6600,3.61,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2540,2794,New Property,Under Construction,10,14,Unfurnished,East,9000,3.94,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2145,2360,Resale,Ready to Move,8,13,Semi-Furnished,North - East,9586,3.75,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2790,3069,New Property,Under Construction,4,12,Unfurnished,East,8500,3.95,23.02353855,72.47052697610516
thaltej,4,Carpet Area,2070,2277,Resale,Ready to Move,4,14,Furnished,East,10503,3.8,23.0485393,72.511742
thaltej,4,Carpet Area,2140,2354,Resale,Ready to Move,2,12,Unfurnished,East,9486,3.51,23.0485393,72.511742
shela,5,Super Area,6421,6421,Resale,Ready to Move,6,20,Unfurnished,East,6500,4.17,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Super Area,6145,6145,New Property,Under Construction,0,22,Unfurnished,North,6500,3.99,23.02353855,72.47052697610516
thaltej,4,Carpet Area,3500,3850,Resale,Ready to Move,5,11,Unfurnished,East,8235,4.2,23.0485393,72.511742
thaltej,4,Carpet Area,2958,3254,New Property,Ready to Move,20,22,Unfurnished,East,8824,4.5,23.0485393,72.511742
gota/jagatpur/newranip/sola,4,Carpet Area,3060,3366,New Property,Under Construction,4,13,Unfurnished,East,7529,3.84,23.1010002,72.5408363
bopal/ghuma/shilaj/ambli,4,Carpet Area,1975,2172,Resale,Ready to Move,2,18,Unfurnished,East,9500,4.16,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,3900,3900,Resale,Ready to Move,9,22,Furnished,North,10897,4.25,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2650,2915,Resale,Ready to Move,2,10,Furnished,North,13245,3.51,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2850,3135,New Property,Under Construction,5,10,Unfurnished,East,9000,4.5,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2585,2844,New Property,Under Construction,1,10,Unfurnished,East,8000,3.76,23.02353855,72.47052697610516
thaltej,4,Carpet Area,2170,2387,Resale,Ready to Move,4,14,Furnished,North - East,10227,3.7,23.0485393,72.511742
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2789,3068,Resale,Ready to Move,12,19,Semi-Furnished,East,10036,4.4,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,3135,3449,New Property,Under Construction,5,22,Unfurnished,East,6700,3.81,23.02353855,72.47052697610516
thaltej,4,Super Area,3618,3618,Resale,Ready to Move,11,12,Furnished,North - East,10365,3.75,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Carpet Area,2860,3146,New Property,Under Construction,14,19,Unfurnished,East,8500,4.42,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2842,3126,New Property,Under Construction,6,10,Unfurnished,East,9000,4.41,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2410,2651,New Property,Under Construction,7,14,Unfurnished,East,8500,3.72,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,4800,4800,Resale,Other,7,10,Unfurnished,East,8542,4.1,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,5300,5300,New Property,Under Construction,7,10,Unfurnished,East,8491,4.5,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2558,2814,New Property,Under Construction,5,12,Unfurnished,East,7783,3.62,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2604,2864,New Property,Under Construction,7,10,Unfurnished,East,8500,4.02,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,4380,4380,New Property,Under Construction,8,14,Unfurnished,East,8500,3.72,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2544,2798,Resale,Ready to Move,2,13,Furnished,East,17689,4.5,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2500,2750,Resale,Ready to Move,4,12,Unfurnished,East,8814,4.25,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,5,Carpet Area,3008,3309,Resale,Ready to Move,9,22,Unfurnished,East,7130,3.9,23.02353855,72.47052697610516
shela,5,Carpet Area,2700,2970,Resale,Ready to Move,8,20,Unfurnished,East,8429,3.8,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,2634,2897,New Property,Under Construction,8,10,Unfurnished,East,9000,4.23,23.02353855,72.47052697610516
