location,bhk,built_up_area,transaction,status,totalfloor,furnishing,facing,bathroom,floor_category,luxury_category,price
naroda/hansol,2,990,New Property,Ready to Move,5,Unfurnished,South,1,Low Floor,Low,0.32
narolgam/vatva/ghodasar,2,1100,Resale,Ready to Move,7,Unfurnished,East,1,Mid Floor,Medium,0.34
gota/jagatpur/newranip/sola,2,842,Resale,Ready to Move,5,Furnished,East,1,Low Floor,Medium,0.41
narolgam/vatva/ghodasar,2,1080,Resale,Ready to Move,7,Unfurnished,East,1,Mid Floor,Low,0.32
gota/jagatpur/newranip/sola,2,720,Resale,Ready to Move,10,Semi-Furnished,East,1,Mid Floor,Medium,0.4
gota/jagatpur/newranip/sola,1,451,Resale,Ready to Move,12,Unfurnished,North - East,1,Low Floor,Low,0.34
vastral/sardar patel ring rd/odhav,2,921,New Property,Ready to Move,5,Semi-Furnished,East,1,Mid Floor,Medium,0.37
vastral/sardar patel ring rd/odhav,2,792,Resale,Ready to Move,7,Furnished,East,1,Mid Floor,Medium,0.38
naroda/hansol,2,990,New Property,Ready to Move,7,Furnished,East,1,Low Floor,Medium,0.38
gota/jagatpur/newranip/sola,2,933,New Property,Ready to Move,5,Semi-Furnished,North,1,Mid Floor,Medium,0.38
naroda/hansol,2,1297,Resale,Ready to Move,5,Semi-Furnished,West,1,Low Floor,Medium,0.4
vastral/sardar patel ring rd/odhav,2,151,Resale,Ready to Move,5,Furnished,East,1,Mid Floor,Medium,0.4
nikol,2,1188,Resale,Ready to Move,5,Semi-Furnished,West,1,Low Floor,Medium,0.43
naroda/hansol,2,1071,Resale,Ready to Move,5,Semi-Furnished,East,1,Mid Floor,Medium,0.37
prahlad nagar/jivraj park/vejalpur/jodhpur,1,495,Resale,Ready to Move,4,Unfurnished,East,1,Low Floor,Low,0.39
gota/jagatpur/newranip/sola,2,823,Resale,Ready to Move,7,Unfurnished,East,1,Mid Floor,Low,0.42
prahlad nagar/jivraj park/vejalpur/jodhpur,2,945,Resale,Ready to Move,5,Unfurnished,East,1,Low Floor,Low,0.32
naroda/hansol,3,784,Resale,Ready to Move,7,Unfurnished,East,2,Mid Floor,Medium,0.42
nikol,2,1485,Resale,Ready to Move,5,Unfurnished,West,1,Mid Floor,Medium,0.4
vastral/sardar patel ring rd/odhav,2,1404,Resale,Ready to Move,5,Semi-Furnished,North - East,1,Mid Floor,Medium,0.4
prahlad nagar/jivraj park/vejalpur/jodhpur,2,935,Resale,Ready to Move,4,Semi-Furnished,North - West,1,Low Floor,Low,0.42
hathijan,3,1665,Resale,Ready to Move,5,Unfurnished,East,2,Low Floor,Medium,0.4
vastral/sardar patel ring rd/odhav,2,715,Resale,Ready to Move,7,Unfurnished,North - East,1,Low Floor,Low,0.41
gota/jagatpur/newranip/sola,2,990,Resale,Ready to Move,5,Unfurnished,East,1,Mid Floor,Low,0.43
naroda/hansol,2,1070,Resale,Ready to Move,5,Unfurnished,East,1,Low Floor,Low,0.38
gandhinagar highway,2,1067,New Property,Ready to Move,12,Unfurnished,East,1,Mid Floor,Low,0.36
narolgam/vatva/ghodasar,2,1188,Resale,Ready to Move,6,Furnished,East,1,Mid Floor,Medium,0.35
narolgam/vatva/ghodasar,2,981,Resale,Ready to Move,5,Semi-Furnished,East,1,Low Floor,Low,0.4
nikol,2,1376,Resale,Ready to Move,5,Semi-Furnished,East,1,Low Floor,Medium,0.38
gota/jagatpur/newranip/sola,2,990,Resale,Ready to Move,7,Semi-Furnished,East,1,Low Floor,Low,0.35
thaltej,2,726,New Property,Ready to Move,3,Unfurnished,East,1,Low Floor,Low,0.4
chankyapuri/ognaj/ghatlodiya,2,743,Resale,Ready to Move,5,Unfurnished,East,1,Mid Floor,Low,0.38
nikol,2,1053,Resale,Ready to Move,5,Unfurnished,West,1,Mid Floor,Low,0.37
naroda/hansol,3,1309,Resale,Ready to Move,5,Unfurnished,North,2,Mid Floor,Medium,0.38
vastral/sardar patel ring rd/odhav,2,1178,Resale,Ready to Move,4,Semi-Furnished,East,1,Low Floor,Medium,0.33
naroda/hansol,2,1198,New Property,Ready to Move,5,Unfurnished,East,1,Mid Floor,Medium,0.34
shahibag/khokhra/saraspur,2,1050,New Property,Ready to Move,14,Furnished,East,1,Mid Floor,Medium,0.41
gota/jagatpur/newranip/sola,2,990,Resale,Ready to Move,5,Semi-Furnished,East,1,Mid Floor,Medium,0.42
sanand/godhavi,2,723,Resale,Ready to Move,8,Semi-Furnished,South -West,1,Mid Floor,Medium,0.43
naroda/hansol,2,1320,Resale,Ready to Move,7,Unfurnished,North - East,1,Mid Floor,Medium,0.31
prahlad nagar/jivraj park/vejalpur/jodhpur,2,1020,Resale,Ready to Move,7,Semi-Furnished,North - East,1,Mid Floor,Medium,0.4
vastral/sardar patel ring rd/odhav,2,648,Resale,Ready to Move,5,Furnished,North,1,Mid Floor,Medium,0.35
naroda/hansol,2,990,Resale,Ready to Move,5,Unfurnished,East,1,Low Floor,Low,0.34
prahlad nagar/jivraj park/vejalpur/jodhpur,1,576,Resale,Ready to Move,4,Semi-Furnished,North - East,1,Low Floor,Low,0.32
vastral/sardar patel ring rd/odhav,2,1215,Resale,Ready to Move,7,Furnished,East,1,Mid Floor,Medium,0.43
nikol,2,990,Resale,Ready to Move,5,Unfurnished,North - East,1,Mid Floor,Low,0.38
bopal/ghuma/shilaj/ambli,2,1040,Resale,Ready to Move,4,Semi-Furnished,North,1,Low Floor,Low,0.35
shela,2,1194,New Property,Ready to Move,14,Unfurnished,North - East,1,Mid Floor,Medium,0.31
sanand/godhavi,2,632,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.38
gota/jagatpur/newranip/sola,1,600,Resale,Ready to Move,12,Furnished,North,1,Mid Floor,Low,0.31
naroda/hansol,2,1035,Resale,Ready to Move,5,Semi-Furnished,East,1,Low Floor,Low,0.31
gota/jagatpur/newranip/sola,1,632,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.31
vaishnodevi circle,1,650,Resale,Ready to Move,7,Semi-Furnished,North - East,1,Mid Floor,Low,0.35
narolgam/vatva/ghodasar,2,715,Resale,Ready to Move,10,Unfurnished,East,1,Mid Floor,Low,0.4
bopal/ghuma/shilaj/ambli,1,460,New Property,Ready to Move,14,Unfurnished,East,1,Mid Floor,Low,0.32
narolgam/vatva/ghodasar,2,656,Resale,Ready to Move,14,Unfurnished,East,1,Mid Floor,Low,0.35
shela,2,1084,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.39
chandkheda,2,901,Resale,Ready to Move,5,Unfurnished,East,1,Low Floor,Low,0.4
gota/jagatpur/newranip/sola,1,640,Resale,Ready to Move,14,Semi-Furnished,East,1,Mid Floor,Low,0.35
naroda/hansol,2,733,Resale,Ready to Move,7,Unfurnished,East,1,Mid Floor,Low,0.38
gota/jagatpur/newranip/sola,1,452,Resale,Ready to Move,7,Unfurnished,East,1,Mid Floor,Low,0.34
gota/jagatpur/newranip/sola,1,424,Resale,Ready to Move,14,Furnished,North - East,1,Mid Floor,Low,0.34
gota/jagatpur/newranip/sola,1,693,Resale,Ready to Move,14,Furnished,East,1,Mid Floor,Low,0.4
chandkheda,2,891,Resale,Ready to Move,5,Furnished,East,1,Mid Floor,Medium,0.4
bopal/ghuma/shilaj/ambli,2,1053,New Property,Ready to Move,10,Unfurnished,East,1,Mid Floor,Low,0.39
shahibag/khokhra/saraspur,3,726,New Property,Ready to Move,14,Unfurnished,East,2,High Floor,Medium,0.36
nikol,2,891,Resale,Ready to Move,5,Semi-Furnished,East,1,Mid Floor,Medium,0.4
gandhinagar highway,1,600,Resale,Ready to Move,12,Furnished,East,1,Mid Floor,Low,0.35
prahlad nagar/jivraj park/vejalpur/jodhpur,2,733,Resale,Ready to Move,3,Semi-Furnished,East,1,Low Floor,Low,0.4
gota/jagatpur/newranip/sola,1,583,New Property,Under Construction,10,Unfurnished,East,1,Low Floor,Low,0.37
narolgam/vatva/ghodasar,2,1078,Resale,Ready to Move,5,Unfurnished,East,1,Low Floor,Low,0.39
prahlad nagar/jivraj park/vejalpur/jodhpur,2,682,Resale,Ready to Move,3,Unfurnished,North - East,1,Low Floor,Low,0.4
sanand/godhavi,2,632,New Property,Under Construction,13,Unfurnished,North - East,1,Mid Floor,Low,0.36
gota/jagatpur/newranip/sola,3,880,Resale,Ready to Move,13,Unfurnished,North - East,2,Mid Floor,Medium,0.4
gota/jagatpur/newranip/sola,1,502,New Property,Under Construction,10,Unfurnished,East,1,Mid Floor,Low,0.32
navrangpura/memnagar/ellisbridge,1,605,Resale,Ready to Move,4,Semi-Furnished,East,1,Low Floor,Low,0.35
prahlad nagar/jivraj park/vejalpur/jodhpur,1,550,Resale,Ready to Move,6,Furnished,East,1,Mid Floor,Low,0.33
gandhinagar highway,1,495,Resale,Ready to Move,5,Furnished,East,1,Mid Floor,Low,0.36
narolgam/vatva/ghodasar,2,935,Resale,Ready to Move,4,Unfurnished,East,1,Low Floor,Low,0.35
shantipura circle/sanathal,2,1047,New Property,Under Construction,14,Unfurnished,North,1,Low Floor,Low,0.34
gota/jagatpur/newranip/sola,1,416,Resale,Ready to Move,14,Furnished,North - East,1,Mid Floor,Low,0.35
gota/jagatpur/newranip/sola,1,990,Resale,Ready to Move,7,Semi-Furnished,East,1,Mid Floor,Low,0.35
chandkheda,2,842,Resale,Ready to Move,5,Furnished,East,1,Mid Floor,Medium,0.4
sanand/godhavi,2,632,New Property,Under Construction,12,Unfurnished,East,1,Mid Floor,Low,0.34
shahibag/khokhra/saraspur,2,671,Resale,Other,15,Unfurnished,North,1,Mid Floor,Low,0.35
vaishnodevi circle,1,750,Resale,Ready to Move,12,Furnished,East,1,Low Floor,Low,0.35
bodakdev/satellite/sindhubhavan marg,2,900,Resale,Ready to Move,4,Semi-Furnished,East,1,Low Floor,Low,0.4
prahlad nagar/jivraj park/vejalpur/jodhpur,2,1062,Resale,Ready to Move,3,Unfurnished,North,1,Low Floor,Low,0.32
shela,2,693,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.4
gota/jagatpur/newranip/sola,1,502,New Property,Under Construction,10,Unfurnished,East,1,Mid Floor,Low,0.31
bopal/ghuma/shilaj/ambli,1,605,New Property,Under Construction,7,Unfurnished,East,1,Mid Floor,Low,0.3
gota/jagatpur/newranip/sola,1,675,Resale,Ready to Move,7,Unfurnished,East,1,Low Floor,Low,0.35
shahibag/khokhra/saraspur,3,726,New Property,Ready to Move,14,Unfurnished,East,2,High Floor,Medium,0.31
narolgam/vatva/ghodasar,3,669,Resale,Ready to Move,14,Unfurnished,North,2,Low Floor,Medium,0.36
gota/jagatpur/newranip/sola,1,738,Resale,Ready to Move,7,Furnished,East,1,Mid Floor,Low,0.35
vastral/sardar patel ring rd/odhav,2,683,Resale,Ready to Move,5,Unfurnished,East,1,Low Floor,Low,0.4
gota/jagatpur/newranip/sola,1,588,New Property,Under Construction,10,Unfurnished,East,1,Mid Floor,Low,0.32
gota/jagatpur/newranip/sola,1,502,New Property,Under Construction,10,Unfurnished,North,1,Mid Floor,Low,0.32
drive in rd/gurukul/naranpura,1,594,Resale,Ready to Move,4,Furnished,East,1,Mid Floor,Low,0.37
chandkheda,1,525,Resale,Ready to Move,7,Semi-Furnished,East,1,Mid Floor,Low,0.32
narolgam/vatva/ghodasar,2,1180,New Property,Under Construction,7,Unfurnished,North - East,1,Mid Floor,Medium,0.35
narolgam/vatva/ghodasar,2,726,New Property,Ready to Move,14,Unfurnished,East,1,Mid Floor,Low,0.34
vastral/sardar patel ring rd/odhav,2,857,Resale,Ready to Move,5,Semi-Furnished,East,1,Mid Floor,Medium,0.39
sanand/godhavi,2,632,New Property,Under Construction,13,Unfurnished,East,1,Mid Floor,Low,0.38
naroda/hansol,2,1089,Resale,Ready to Move,14,Unfurnished,North - East,1,Mid Floor,Low,0.39
narolgam/vatva/ghodasar,2,1170,New Property,Ready to Move,7,Unfurnished,North,1,Low Floor,Low,0.35
nikol,2,891,Resale,Ready to Move,5,Furnished,East,1,Low Floor,Medium,0.4
naroda/hansol,2,715,Resale,Ready to Move,7,Unfurnished,East,1,Low Floor,Low,0.35
gota/jagatpur/newranip/sola,1,588,New Property,Under Construction,10,Unfurnished,East,1,Mid Floor,Low,0.31
naroda/hansol,2,1170,New Property,Ready to Move,7,Unfurnished,North,1,Mid Floor,Medium,0.33
naroda/hansol,2,792,Resale,Ready to Move,4,Unfurnished,East,1,Mid Floor,Low,0.35
chankyapuri/ognaj/ghatlodiya,1,663,Resale,Ready to Move,4,Semi-Furnished,East,1,Mid Floor,Low,0.32
vastral/sardar patel ring rd/odhav,2,837,Resale,Ready to Move,5,Unfurnished,East,1,Mid Floor,Low,0.35
gota/jagatpur/newranip/sola,1,588,New Property,Under Construction,10,Unfurnished,East,1,Mid Floor,Low,0.3
narolgam/vatva/ghodasar,3,726,New Property,Ready to Move,14,Unfurnished,West,2,High Floor,Medium,0.33
narolgam/vatva/ghodasar,2,741,Resale,Ready to Move,4,Furnished,East,1,Low Floor,Medium,0.31
vastral/sardar patel ring rd/odhav,2,740,Resale,Ready to Move,5,Unfurnished,East,1,Mid Floor,Low,0.33
gota/jagatpur/newranip/sola,1,732,Resale,Ready to Move,14,Unfurnished,East,1,High Floor,Low,0.3
narolgam/vatva/ghodasar,2,950,Resale,Ready to Move,4,Semi-Furnished,East,1,Low Floor,Low,0.35
vastral/sardar patel ring rd/odhav,2,772,Resale,Ready to Move,5,Furnished,East,1,Mid Floor,Medium,0.4
gota/jagatpur/newranip/sola,1,950,Resale,Ready to Move,7,Unfurnished,East,1,Low Floor,Low,0.34
chandkheda,1,465,Resale,Ready to Move,7,Semi-Furnished,East,1,Low Floor,Low,0.33
shela,2,770,New Property,Under Construction,14,Unfurnished,North - East,1,Mid Floor,Low,0.43
shela,2,744,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.43
zundal,2,851,Resale,Ready to Move,7,Furnished,East,1,Mid Floor,Medium,0.45
shela,2,780,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.43
shela,2,1260,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Medium,0.42
shela,2,656,New Property,Ready to Move,14,Unfurnished,East,1,Mid Floor,Low,0.41
shela,2,735,New Property,Ready to Move,13,Unfurnished,East,1,Mid Floor,Low,0.42
shela,2,656,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.43
shela,2,1260,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Medium,0.45
bopal/ghuma/shilaj/ambli,2,752,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.45
shela,2,666,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.41
bopal/ghuma/shilaj/ambli,2,1368,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Medium,0.42
bopal/ghuma/shilaj/ambli,2,752,New Property,Under Construction,14,Unfurnished,West,1,Mid Floor,Low,0.44
shela,2,1067,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.42
shela,2,1220,New Property,Under Construction,14,Unfurnished,North - East,1,Mid Floor,Medium,0.45
shela,2,683,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.42
shela,2,656,New Property,Under Construction,13,Unfurnished,East,1,Mid Floor,Low,0.43
gota/jagatpur/newranip/sola,2,660,New Property,Under Construction,12,Unfurnished,East,1,Mid Floor,Low,0.42
shela,3,770,New Property,Under Construction,16,Unfurnished,East,2,Mid Floor,Medium,0.42
gota/jagatpur/newranip/sola,2,691,New Property,Under Construction,10,Unfurnished,East,1,Mid Floor,Low,0.43
shela,2,610,Resale,Ready to Move,14,Semi-Furnished,East,1,High Floor,Medium,0.41
narolgam/vatva/ghodasar,2,935,Resale,Ready to Move,5,Unfurnished,East,1,Mid Floor,Low,0.45
shela,2,657,New Property,Ready to Move,14,Unfurnished,North - East,1,Low Floor,Low,0.43
chandkheda,2,990,New Property,Ready to Move,11,Semi-Furnished,East,1,Mid Floor,Medium,0.45
shela,2,781,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.42
vastral/sardar patel ring rd/odhav,2,1140,Resale,Ready to Move,16,Unfurnished,East,1,Mid Floor,Medium,0.45
chandkheda,2,901,Resale,Ready to Move,7,Unfurnished,East,1,Mid Floor,Low,0.45
bopal/ghuma/shilaj/ambli,2,617,Resale,Ready to Move,8,Unfurnished,East,1,Mid Floor,Low,0.44
gota/jagatpur/newranip/sola,2,792,Resale,Ready to Move,12,Semi-Furnished,East,1,Mid Floor,Medium,0.45
shela,3,1040,New Property,Ready to Move,14,Furnished,East,2,Mid Floor,Medium,0.43
shela,2,1276,New Property,Ready to Move,14,Unfurnished,East,1,Mid Floor,Medium,0.41
shela,2,704,New Property,Ready to Move,14,Unfurnished,East,1,Low Floor,Low,0.41
shela,2,1084,New Property,Under Construction,14,Unfurnished,East,1,High Floor,Medium,0.42
gota/jagatpur/newranip/sola,2,946,Resale,Ready to Move,7,Semi-Furnished,North - East,1,Mid Floor,Medium,0.45
shela,2,676,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.45
bopal/ghuma/shilaj/ambli,2,1290,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Medium,0.41
prahlad nagar/jivraj park/vejalpur/jodhpur,2,660,Resale,Ready to Move,7,Furnished,South -West,1,Low Floor,Medium,0.48
gota/jagatpur/newranip/sola,2,1260,Resale,Ready to Move,12,Unfurnished,East,1,Mid Floor,Medium,0.43
bopal/ghuma/shilaj/ambli,2,999,Resale,Ready to Move,12,Unfurnished,East,1,Low Floor,Low,0.45
shela,2,925,Resale,Ready to Move,13,Semi-Furnished,East,1,Mid Floor,Medium,0.45
shela,2,748,New Property,Under Construction,22,Unfurnished,East,1,Mid Floor,Low,0.44
shela,2,693,New Property,Under Construction,14,Semi-Furnished,North - East,1,High Floor,Medium,0.43
gota/jagatpur/newranip/sola,2,1107,Resale,Ready to Move,5,Semi-Furnished,North,1,Mid Floor,Medium,0.42
zundal,2,935,New Property,Ready to Move,12,Unfurnished,East,1,Mid Floor,Low,0.45
shantipura circle/sanathal,2,638,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.42
shela,2,734,New Property,Under Construction,14,Unfurnished,East,1,Mid Floor,Low,0.42
gota/jagatpur/newranip/sola,2,1100,Resale,Ready to Move,10,Semi-Furnished,East,1,Mid Floor,Medium,0.45
vaishnodevi circle,2,715,Resale,Ready to Move,7,Semi-Furnished,North,1,Low Floor,Low,0.47
gota/jagatpur/newranip/sola,2,770,Resale,Ready to Move,10,Semi-Furnished,North - East,1,Mid Floor,Medium,0.45
chandkheda,2,891,Resale,Ready to Move,7,Unfurnished,East,1,Mid Floor,Low,0.42
vastral/sardar patel ring rd/odhav,2,880,New Property,Ready to Move,16,Semi-Furnished,North - East,1,Mid Floor,Medium,0.45
paldi/derasar-rd/ambawadi,2,842,Resale,Ready to Move,5,Semi-Furnished,East,1,Low Floor,Low,0.45
shela,2,1100,Resale,Other,10,Unfurnished,North,1,Low Floor,Low,0.43
vastral/sardar patel ring rd/odhav,2,690,Resale,Ready to Move,16,Semi-Furnished,East,1,High Floor,Medium,0.45
gandhinagar highway,2,1260,Resale,Ready to Move,11,Semi-Furnished,North,1,Mid Floor,Medium,0.44
shela,2,842,Resale,Ready to Move,14,Unfurnished,West,1,High Floor,Medium,0.45
gota/jagatpur/newranip/sola,2,1044,New Property,Ready to Move,14,Unfurnished,East,1,Low Floor,Low,0.42
bodakdev/satellite/sindhubhavan marg,2,969,Resale,Ready to Move,10,Semi-Furnished,North,1,Mid Floor,Medium,0.44
nikol,2,990,Resale,Ready to Move,5,Furnished,East,1,Mid Floor,Medium,0.41
gota/jagatpur/newranip/sola,2,1080,Resale,Ready to Move,7,Semi-Furnished,East,1,Low Floor,Low,0.45
chankyapuri/ognaj/ghatlodiya,2,950,Resale,Ready to Move,5,Furnished,West,1,Mid Floor,Medium,0.45
prahlad nagar/jivraj park/vejalpur/jodhpur,2,945,Resale,Ready to Move,5,Semi-Furnished,East,1,Mid Floor,Medium,0.42
prahlad nagar/jivraj park/vejalpur/jodhpur,2,1078,Resale,Ready to Move,7,Unfurnished,East,1,Mid Floor,Low,0.41
shela,2,1085,New Property,Ready to Move,14,Unfurnished,East,1,Mid Floor,Low,0.45
zundal,2,139,Resale,Ready to Move,7,Unfurnished,North - East,1,Mid Floor,Low,0.45
bopal/ghuma/shilaj/ambli,2,1140,Resale,Ready to Move,16,Unfurnished,East,1,Mid Floor,Medium,0.45
vastral/sardar patel ring rd/odhav,2,802,Resale,Ready to Move,7,Unfurnished,East,1,Mid Floor,Low,0.42
naroda/hansol,2,798,Resale,Ready to Move,5,Furnished,East,1,Low Floor,Medium,0.45
vastral/sardar patel ring rd/odhav,3,146,Resale,Ready to Move,10,Semi-Furnished,East,2,Mid Floor,Medium,0.42
gota/jagatpur/newranip/sola,2,719,New Property,Under Construction,10,Unfurnished,East,1,Mid Floor,Low,0.43
chandkheda,2,1080,Resale,Ready to Move,7,Semi-Furnished,North,1,Mid Floor,Medium,0.45
changodar/bhat,2,1133,Resale,Ready to Move,3,Furnished,East,1,Low Floor,Medium,0.43
bopal/ghuma/shilaj/ambli,2,999,Resale,Ready to Move,14,Semi-Furnished,East,1,Mid Floor,Medium,0.45
naroda/hansol,2,110,Resale,Ready to Move,12,Semi-Furnished,East,1,Mid Floor,Low,0.42
vastral/sardar patel ring rd/odhav,2,1098,Resale,Ready to Move,16,Unfurnished,East,1,Mid Floor,Low,0.45
shahibag/khokhra/saraspur,3,1140,Resale,Ready to Move,14,Unfurnished,North,2,Mid Floor,Medium,0.48
gota/jagatpur/newranip/sola,2,990,Resale,Ready to Move,5,Semi-Furnished,East,1,Low Floor,Low,0.45
nikol,2,1278,Resale,Ready to Move,5,Furnished,East,1,Mid Floor,Medium,0.42
narolgam/vatva/ghodasar,2,1170,Resale,Ready to Move,4,Unfurnished,East,1,Mid Floor,Medium,0.45
chandkheda,3,1242,Resale,Ready to Move,7,Furnished,North - West,2,Low Floor,Medium,0.41
narolgam/vatva/ghodasar,2,715,Resale,Ready to Move,4,Unfurnished,East,1,Mid Floor,Low,0.45
naroda/hansol,2,1107,Resale,Ready to Move,7,Furnished,West,1,Mid Floor,Medium,0.46
chandkheda,2,945,Resale,Ready to Move,5,Furnished,North,1,Mid Floor,Medium,0.42
naroda/hansol,2,924,New Property,Ready to Move,7,Furnished,East,1,Low Floor,Medium,0.45
prahlad nagar/jivraj park/vejalpur/jodhpur,2,980,Resale,Ready to Move,5,Unfurnished,North,1,Low Floor,Low,0.45
bopal/ghuma/shilaj/ambli,2,880,Resale,Ready to Move,5,Unfurnished,East,1,Mid Floor,Low,0.44
bopal/ghuma/shilaj/ambli,2,1200,New Property,Under Construction,14,Unfurnished,East,1,Low Floor,Low,0.45
hathijan,2,1200,Resale,Ready to Move,7,Furnished,North - East,1,Mid Floor,Medium,0.41
bopal/ghuma/shilaj/ambli,2,765,Resale,Other,14,Unfurnished,East,1,Low Floor,Low,0.42
shela,2,792,Resale,Ready to Move,13,Unfurnished,East,1,Mid Floor,Low,0.44
gandhinagar highway,2,580,Resale,Ready to Move,14,Unfurnished,North - East,1,Mid Floor,Low,0.43
gota/jagatpur/newranip/sola,2,900,Resale,Ready to Move,4,Unfurnished,East,1,Low Floor,Low,0.45
vastral/sardar patel ring rd/odhav,2,922,Resale,Ready to Move,5,Furnished,North - East,1,Low Floor,Medium,0.47
bodakdev/satellite/sindhubhavan marg,2,1040,Resale,Ready to Move,4,Furnished,North,1,Mid Floor,Medium,0.5
chharodi/tragad,2,1224,Resale,Ready to Move,7,Semi-Furnished,North - East,1,Mid Floor,Medium,0.45
chharodi/tragad,2,1125,Resale,Ready to Move,5,Unfurnished,East,1,Mid Floor,Medium,0.45
bodakdev/satellite/sindhubhavan marg,2,891,Resale,Ready to Move,10,Furnished,East,1,Mid Floor,Medium,0.45
nikol,2,981,Resale,Ready to Move,7,Furnished,West,1,Mid Floor,Medium,0.45
gota/jagatpur/newranip/sola,2,972,Resale,Ready to Move,5,Semi-Furnished,East,1,Mid Floor,Medium,0.42
shahibag/khokhra/saraspur,2,1530,Resale,Other,10,Unfurnished,North - West,1,Mid Floor,Medium,0.46
nikol,2,1242,Resale,Ready to Move,5,Furnished,East,1,Low Floor,Medium,0.48
narolgam/vatva/ghodasar,2,1161,Resale,Ready to Move,7,Unfurnished,East,1,Mid Floor,Medium,0.47
narolgam/vatva/ghodasar,2,1238,Resale,Ready to Move,9,Semi-Furnished,East,1,Mid Floor,Medium,0.45
shela,2,1210,Resale,Ready to Move,13,Unfurnished,East,1,Mid Floor,Medium,0.46
nikol,2,1251,Resale,Ready to Move,5,Furnished,East,1,Low Floor,Medium,0.45
narolgam/vatva/ghodasar,2,946,Resale,Ready to Move,7,Unfurnished,East,1,Low Floor,Low,0.47
nikol,2,1341,Resale,Ready to Move,5,Unfurnished,West,1,Mid Floor,Medium,0.45
vastral/sardar patel ring rd/odhav,2,1265,Resale,Ready to Move,7,Unfurnished,East,1,Mid Floor,Medium,0.42
chankyapuri/ognaj/ghatlodiya,2,624,Resale,Ready to Move,10,Semi-Furnished,North - East,1,Mid Floor,Medium,0.47
vastral/sardar patel ring rd/odhav,2,1244,Resale,Ready to Move,5,Semi-Furnished,West,1,Mid Floor,Medium,0.45
gota/jagatpur/newranip/sola,2,1080,New Property,Ready to Move,14,Semi-Furnished,East,1,Low Floor,Low,0.45
chankyapuri/ognaj/ghatlodiya,2,1100,Resale,Ready to Move,5,Semi-Furnished,West,1,Mid Floor,Medium,0.43
