location,bhk,built_up_area,transaction,status,totalfloor,furnishing,facing,bathroom,floor_category,luxury_category,price
bopal/ghuma/shilaj/ambli,4,1954,New Property,Ready to Move,22,Unfurnished,East,3,Mid Floor,Medium,3.03
bopal/ghuma/shilaj/ambli,4,3912,Resale,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,3.5
bopal/ghuma/shilaj/ambli,4,2292,New Property,Under Construction,18,Unfurnished,East,3,Mid Floor,Medium,2.84
science city,3,3960,Resale,Ready to Move,7,Unfurnished,East,2,Mid Floor,Medium,2.8
bodakdev/satellite/sindhubhavan marg,4,2970,Resale,Ready to Move,7,Furnished,North - East,3,Mid Floor,Medium,2.9
science city,4,2693,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.88
gota/jagatpur/newranip/sola,4,5238,New Property,Under Construction,20,Unfurnished,North - East,3,High Floor,Medium,3.06
shahibag/khokhra/saraspur,4,1833,Resale,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.8
bopal/ghuma/shilaj/ambli,4,1932,New Property,Ready to Move,20,Semi-Furnished,East,3,Mid Floor,Medium,2.87
vaishnodevi circle,4,2270,Resale,Other,13,Unfurnished,North - East,3,Mid Floor,Medium,3.1
bodakdev/satellite/sindhubhavan marg,4,2119,New Property,Ready to Move,10,Unfurnished,East,3,Mid Floor,Medium,2.68
paldi/derasar-rd/ambawadi,4,2200,Resale,Ready to Move,10,Furnished,East,3,Mid Floor,Medium,2.99
thaltej,5,2585,Resale,Ready to Move,7,Unfurnished,East,4,Mid Floor,Medium,3.18
bopal/ghuma/shilaj/ambli,4,2060,Resale,Other,22,Unfurnished,East,3,Mid Floor,Medium,2.91
bopal/ghuma/shilaj/ambli,4,3600,Resale,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,2.85
bopal/ghuma/shilaj/ambli,4,2340,New Property,Under Construction,14,Unfurnished,East,3,Low Floor,Medium,3.4
gandhinagar highway,5,6156,New Property,Under Construction,14,Unfurnished,East,4,High Floor,High,2.9
shela,4,2334,Resale,Ready to Move,22,Unfurnished,East,3,Mid Floor,Medium,2.85
vaishnodevi circle,5,2970,Resale,Ready to Move,11,Furnished,East,4,Mid Floor,Medium,2.75
science city,4,2465,Resale,Ready to Move,13,Furnished,East,3,Mid Floor,Medium,3.5
science city,4,2807,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,2.76
drive in rd/gurukul/naranpura,4,2112,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.62
bopal/ghuma/shilaj/ambli,4,4230,Resale,Other,22,Unfurnished,East,3,High Floor,Medium,2.7
shahibag/khokhra/saraspur,3,1661,New Property,Ready to Move,14,Unfurnished,East,2,High Floor,Medium,2.75
thaltej,4,2363,New Property,Under Construction,10,Unfurnished,East,3,Low Floor,Medium,2.81
prahlad nagar/jivraj park/vejalpur/jodhpur,4,3800,Resale,Ready to Move,10,Unfurnished,North - East,3,Mid Floor,Medium,3.0
shela,4,2188,New Property,Ready to Move,17,Unfurnished,East,3,Mid Floor,Medium,2.65
prahlad nagar/jivraj park/vejalpur/jodhpur,4,2351,New Property,Under Construction,10,Unfurnished,East,3,Mid Floor,Medium,2.64
gota/jagatpur/newranip/sola,4,2686,New Property,Under Construction,20,Unfurnished,East,3,Mid Floor,Medium,2.79
bopal/ghuma/shilaj/ambli,4,3384,New Property,Under Construction,13,Unfurnished,East,3,High Floor,Medium,2.87
thaltej,4,2220,New Property,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,2.61
shela,5,2974,Resale,Ready to Move,20,Unfurnished,East,4,Low Floor,Medium,3.06
bodakdev/satellite/sindhubhavan marg,4,3885,Resale,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,3.11
gota/jagatpur/newranip/sola,4,2950,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,3.43
vaishnodevi circle,4,3710,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,2.63
thaltej,4,2365,New Property,Ready to Move,10,Unfurnished,East,3,Low Floor,Medium,3.41
thaltej,4,2464,New Property,Ready to Move,10,Unfurnished,East,3,Mid Floor,Medium,2.88
bodakdev/satellite/sindhubhavan marg,4,3885,Resale,Ready to Move,10,Unfurnished,East,3,Mid Floor,Medium,2.99
bodakdev/satellite/sindhubhavan marg,4,2965,New Property,Under Construction,18,Unfurnished,North,3,High Floor,Medium,3.18
bopal/ghuma/shilaj/ambli,5,3725,Resale,Ready to Move,22,Furnished,East,4,High Floor,Medium,3.1
bodakdev/satellite/sindhubhavan marg,4,2351,New Property,Under Construction,10,Unfurnished,East,3,Low Floor,Medium,3.03
bopal/ghuma/shilaj/ambli,4,2559,New Property,Under Construction,22,Unfurnished,North - East,3,High Floor,Medium,2.87
bopal/ghuma/shilaj/ambli,4,2255,New Property,Under Construction,7,Unfurnished,North - East,3,Low Floor,Medium,3.15
drive in rd/gurukul/naranpura,4,2291,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,2.69
bodakdev/satellite/sindhubhavan marg,4,2680,New Property,Under Construction,20,Unfurnished,East,3,Mid Floor,Medium,3.44
thaltej,4,2431,Resale,Ready to Move,12,Semi-Furnished,East,3,Mid Floor,Medium,3.0
thaltej,4,2420,New Property,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,3.5
bopal/ghuma/shilaj/ambli,4,2594,New Property,Ready to Move,14,Unfurnished,East,3,Low Floor,Medium,2.95
bodakdev/satellite/sindhubhavan marg,4,2487,New Property,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,3.37
thaltej,4,2304,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.65
shela,4,2141,Resale,Ready to Move,21,Unfurnished,East,3,High Floor,Medium,2.8
bodakdev/satellite/sindhubhavan marg,4,2449,Resale,Ready to Move,4,Unfurnished,East,3,Mid Floor,Medium,3.04
bopal/ghuma/shilaj/ambli,4,2807,New Property,Under Construction,20,Unfurnished,East,3,Mid Floor,Medium,3.01
shela,5,3694,New Property,Under Construction,14,Unfurnished,East,4,High Floor,Medium,3.35
thaltej,4,2303,New Property,Ready to Move,17,Unfurnished,East,3,High Floor,Medium,2.8
bodakdev/satellite/sindhubhavan marg,4,3665,New Property,Ready to Move,7,Unfurnished,North,3,Low Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,2365,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,3.28
prahlad nagar/jivraj park/vejalpur/jodhpur,4,3542,New Property,Ready to Move,12,Unfurnished,East,3,High Floor,Medium,3.25
bopal/ghuma/shilaj/ambli,4,2992,Resale,Ready to Move,7,Semi-Furnished,West,3,Mid Floor,Medium,2.75
shela,5,2974,New Property,Ready to Move,20,Unfurnished,East,4,High Floor,Medium,2.95
bopal/ghuma/shilaj/ambli,4,2460,Resale,Ready to Move,12,Semi-Furnished,East,3,Mid Floor,Medium,3.1
bopal/ghuma/shilaj/ambli,4,2226,New Property,Under Construction,22,Unfurnished,East,3,Low Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,2233,New Property,Under Construction,14,Unfurnished,East,3,High Floor,Medium,2.82
bopal/ghuma/shilaj/ambli,4,2494,Resale,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,3.13
bopal/ghuma/shilaj/ambli,4,1843,Resale,Ready to Move,7,Furnished,East,3,Mid Floor,Medium,2.8
shela,4,3538,Resale,Ready to Move,21,Unfurnished,North,3,Mid Floor,Medium,2.72
bopal/ghuma/shilaj/ambli,4,2594,New Property,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,3.26
bodakdev/satellite/sindhubhavan marg,4,1835,Resale,Ready to Move,5,Furnished,North,3,Low Floor,Medium,2.8
bopal/ghuma/shilaj/ambli,4,2297,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,2.79
thaltej,4,3080,Resale,Ready to Move,4,Furnished,North - East,3,Mid Floor,Medium,3.5
science city,4,2749,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.83
thaltej,3,2510,Resale,Ready to Move,14,Furnished,East,2,Low Floor,Medium,3.25
prahlad nagar/jivraj park/vejalpur/jodhpur,4,3711,Resale,Ready to Move,10,Unfurnished,North - East,3,Mid Floor,Medium,3.5
shahibag/khokhra/saraspur,4,1760,Resale,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.8
bodakdev/satellite/sindhubhavan marg,4,2552,Resale,Ready to Move,12,Semi-Furnished,East,3,Mid Floor,Medium,3.25
bopal/ghuma/shilaj/ambli,4,2735,Resale,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,2.91
vaishnodevi circle,5,3722,New Property,Under Construction,13,Unfurnished,East,4,Low Floor,Medium,2.97
vaishnodevi circle,6,3396,New Property,Under Construction,20,Unfurnished,East,5,Mid Floor,Medium,3.18
gota/jagatpur/newranip/sola,5,6156,New Property,Under Construction,14,Unfurnished,East,4,High Floor,High,2.9
shela,5,4508,Resale,Ready to Move,22,Unfurnished,North,4,Mid Floor,Medium,2.93
bopal/ghuma/shilaj/ambli,4,4230,New Property,Under Construction,22,Unfurnished,East,3,Mid Floor,Medium,2.87
bopal/ghuma/shilaj/ambli,4,1796,Resale,Ready to Move,7,Semi-Furnished,East,3,Mid Floor,Medium,3.15
bopal/ghuma/shilaj/ambli,4,2992,Resale,Ready to Move,13,Unfurnished,East,3,High Floor,Medium,3.36
science city,4,2277,New Property,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.9
bopal/ghuma/shilaj/ambli,4,4287,Resale,Ready to Move,14,Unfurnished,North,3,Mid Floor,Medium,2.91
shela,4,3753,New Property,Ready to Move,21,Unfurnished,East,3,Mid Floor,Medium,3.25
thaltej,4,2475,New Property,Under Construction,10,Unfurnished,East,3,Mid Floor,Medium,2.94
shela,4,2188,Resale,Ready to Move,19,Unfurnished,East,3,Low Floor,Medium,2.75
bopal/ghuma/shilaj/ambli,4,2369,Resale,Ready to Move,22,Semi-Furnished,East,3,High Floor,Medium,3.5
bopal/ghuma/shilaj/ambli,4,3868,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,3.28
bodakdev/satellite/sindhubhavan marg,4,2338,New Property,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,2.85
thaltej,4,2427,Resale,Ready to Move,11,Unfurnished,East,3,Mid Floor,Medium,2.9
gota/jagatpur/newranip/sola,4,2455,New Property,Under Construction,14,Unfurnished,East,3,High Floor,Medium,2.7
paldi/derasar-rd/ambawadi,4,3879,New Property,Under Construction,13,Unfurnished,East,3,High Floor,Medium,2.92
thaltej,4,2363,New Property,Ready to Move,10,Unfurnished,North,3,Mid Floor,Medium,2.93
bodakdev/satellite/sindhubhavan marg,4,2564,New Property,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,2.79
shela,5,2727,New Property,Ready to Move,20,Unfurnished,East,4,High Floor,Medium,2.93
bopal/ghuma/shilaj/ambli,3,1650,Resale,Ready to Move,3,Furnished,East,2,Low Floor,Medium,3.5
bodakdev/satellite/sindhubhavan marg,4,2424,New Property,Under Construction,16,Unfurnished,East,3,High Floor,Medium,2.85
bopal/ghuma/shilaj/ambli,4,2361,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.92
thaltej,4,1815,Resale,Ready to Move,14,Furnished,East,3,Mid Floor,Medium,2.9
shela,4,3137,Resale,Ready to Move,19,Unfurnished,East,3,Mid Floor,Medium,2.63
bopal/ghuma/shilaj/ambli,4,2200,New Property,Ready to Move,17,Unfurnished,West,3,High Floor,Medium,3.1
bodakdev/satellite/sindhubhavan marg,4,2640,New Property,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,3.17
bopal/ghuma/shilaj/ambli,4,4287,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,3.5
bopal/ghuma/shilaj/ambli,4,2594,New Property,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,3.2
bopal/ghuma/shilaj/ambli,4,2559,New Property,Under Construction,20,Unfurnished,East,3,High Floor,Medium,2.74
bodakdev/satellite/sindhubhavan marg,4,2672,New Property,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,3.39
bodakdev/satellite/sindhubhavan marg,4,2132,Resale,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.7
navrangpura/memnagar/ellisbridge,4,4400,Resale,Ready to Move,7,Unfurnished,North,3,Low Floor,Medium,3.0
thaltej,4,2101,New Property,Under Construction,7,Unfurnished,East,3,Mid Floor,Medium,2.6
shela,4,2000,Resale,Ready to Move,17,Furnished,East,3,High Floor,Medium,2.9
bopal/ghuma/shilaj/ambli,4,2231,New Property,Under Construction,9,Unfurnished,South,3,Mid Floor,Medium,2.73
bopal/ghuma/shilaj/ambli,4,2594,Resale,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,3.25
bopal/ghuma/shilaj/ambli,4,2391,Resale,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,3.03
bodakdev/satellite/sindhubhavan marg,4,3500,Resale,Ready to Move,9,Furnished,North,3,Mid Floor,Medium,2.75
bodakdev/satellite/sindhubhavan marg,4,2174,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.69
bopal/ghuma/shilaj/ambli,4,2294,New Property,Under Construction,10,Unfurnished,East,3,Mid Floor,Medium,3.0
thaltej,4,2257,Resale,Ready to Move,7,Furnished,East,3,Low Floor,Medium,3.0
science city,4,4384,Resale,Ready to Move,13,Unfurnished,West,3,High Floor,Medium,3.1
gandhinagar highway,4,2750,Resale,Ready to Move,12,Furnished,North - East,3,Mid Floor,Medium,3.15
bopal/ghuma/shilaj/ambli,4,2785,New Property,Under Construction,22,Unfurnished,East,3,High Floor,Medium,2.72
science city,4,3024,Resale,Ready to Move,14,Furnished,East,3,Mid Floor,Medium,2.75
shela,4,1955,New Property,Under Construction,22,Unfurnished,East,3,Mid Floor,Medium,2.81
shela,4,2200,Resale,Ready to Move,20,Unfurnished,East,3,Mid Floor,Medium,2.7
thaltej,5,2451,Resale,Ready to Move,13,Semi-Furnished,East,4,Mid Floor,Medium,3.18
bopal/ghuma/shilaj/ambli,4,2494,New Property,Ready to Move,13,Unfurnished,East,3,Low Floor,Medium,2.84
navrangpura/memnagar/ellisbridge,4,2363,New Property,Under Construction,5,Unfurnished,East,3,Mid Floor,Medium,2.73
vaishnodevi circle,5,6075,New Property,Under Construction,21,Unfurnished,East,4,Mid Floor,Medium,3.3
bopal/ghuma/shilaj/ambli,4,2497,Resale,Ready to Move,14,Unfurnished,North - East,3,Mid Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,3230,New Property,Under Construction,22,Unfurnished,West,3,High Floor,Medium,2.98
shela,4,1312,Resale,Ready to Move,20,Unfurnished,East,3,Mid Floor,Medium,2.68
gota/jagatpur/newranip/sola,4,2465,Resale,Ready to Move,13,Furnished,East,3,Mid Floor,Medium,3.5
science city,4,1829,New Property,Ready to Move,13,Furnished,East,3,Mid Floor,Medium,2.75
bopal/ghuma/shilaj/ambli,4,4287,Resale,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.83
thaltej,4,2420,New Property,Ready to Move,11,Unfurnished,East,3,Mid Floor,Medium,3.1
thaltej,4,2102,New Property,Under Construction,7,Unfurnished,East,3,Mid Floor,Medium,2.62
prahlad nagar/jivraj park/vejalpur/jodhpur,4,3800,Resale,Ready to Move,12,Unfurnished,North - East,3,Mid Floor,Medium,3.0
shela,4,2189,Resale,Ready to Move,20,Unfurnished,East,3,Low Floor,Medium,2.65
thaltej,4,2427,Resale,Ready to Move,11,Unfurnished,East,3,Mid Floor,Medium,2.7
thaltej,4,2792,New Property,Ready to Move,10,Unfurnished,East,3,Mid Floor,Medium,2.85
bopal/ghuma/shilaj/ambli,5,3290,Resale,Ready to Move,20,Unfurnished,North - East,4,High Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,2594,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.95
bopal/ghuma/shilaj/ambli,4,4122,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,3.38
bopal/ghuma/shilaj/ambli,4,2550,New Property,Ready to Move,12,Unfurnished,North,3,Mid Floor,Medium,3.16
bopal/ghuma/shilaj/ambli,4,2640,New Property,Ready to Move,15,Unfurnished,East,3,Mid Floor,Medium,3.15
prahlad nagar/jivraj park/vejalpur/jodhpur,4,2871,New Property,Under Construction,5,Unfurnished,North - East,3,Mid Floor,Medium,3.31
bodakdev/satellite/sindhubhavan marg,4,2156,New Property,Under Construction,9,Unfurnished,West,3,Mid Floor,Medium,2.63
thaltej,4,2200,Resale,Ready to Move,17,Unfurnished,East,3,Mid Floor,Medium,3.15
thaltej,4,2360,New Property,Ready to Move,14,Unfurnished,East,3,High Floor,Medium,2.8
bopal/ghuma/shilaj/ambli,4,2596,New Property,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,3.25
thaltej,4,1722,New Property,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.75
bodakdev/satellite/sindhubhavan marg,4,2713,New Property,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,3.44
bodakdev/satellite/sindhubhavan marg,4,2618,Resale,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,2.97
thaltej,4,2563,New Property,Under Construction,7,Unfurnished,East,3,Mid Floor,Medium,3.18
navrangpura/memnagar/ellisbridge,4,2326,Resale,Ready to Move,10,Furnished,East,3,Mid Floor,Medium,2.8
drive in rd/gurukul/naranpura,4,3492,Resale,Other,14,Unfurnished,East,3,Mid Floor,Medium,2.62
navrangpura/memnagar/ellisbridge,4,2372,New Property,Under Construction,12,Unfurnished,East,3,Mid Floor,Medium,3.1
bopal/ghuma/shilaj/ambli,4,2598,Resale,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,3.26
bopal/ghuma/shilaj/ambli,4,3384,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,2.81
paldi/derasar-rd/ambawadi,4,770,Resale,Ready to Move,14,Unfurnished,North,3,Mid Floor,Medium,2.75
bodakdev/satellite/sindhubhavan marg,4,2299,New Property,Under Construction,17,Unfurnished,East,3,High Floor,Medium,2.85
bopal/ghuma/shilaj/ambli,4,2559,New Property,Under Construction,22,Unfurnished,East,3,High Floor,Medium,2.91
thaltej,5,1648,Resale,Ready to Move,7,Furnished,East,4,Mid Floor,Medium,3.18
bodakdev/satellite/sindhubhavan marg,4,2541,New Property,Under Construction,22,Unfurnished,East,3,High Floor,Medium,3.44
prahlad nagar/jivraj park/vejalpur/jodhpur,4,2873,New Property,Under Construction,12,Unfurnished,East,3,Mid Floor,Medium,3.32
bopal/ghuma/shilaj/ambli,4,1760,Resale,Ready to Move,7,Furnished,North - East,3,Mid Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,2785,New Property,Under Construction,13,Unfurnished,North - East,3,Mid Floor,Medium,2.71
bopal/ghuma/shilaj/ambli,4,3727,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,3.1
bodakdev/satellite/sindhubhavan marg,4,2299,New Property,Under Construction,17,Unfurnished,East,3,High Floor,Medium,3.0
prahlad nagar/jivraj park/vejalpur/jodhpur,4,2145,Resale,Ready to Move,12,Furnished,East,3,Mid Floor,Medium,2.72
shela,5,2739,Resale,Ready to Move,20,Unfurnished,East,4,Mid Floor,Medium,3.35
bopal/ghuma/shilaj/ambli,4,2598,New Property,Ready to Move,13,Unfurnished,East,3,Low Floor,Medium,2.96
bopal/ghuma/shilaj/ambli,4,2200,New Property,Ready to Move,14,Unfurnished,West,3,Mid Floor,Medium,2.72
navrangpura/memnagar/ellisbridge,4,2468,New Property,Under Construction,5,Unfurnished,East,3,Mid Floor,Medium,2.84
gandhinagar highway,5,6075,New Property,Under Construction,21,Unfurnished,East,4,Mid Floor,Medium,3.3
gandhinagar highway,4,3700,Resale,Ready to Move,10,Semi-Furnished,East,3,Mid Floor,Medium,3.11
bopal/ghuma/shilaj/ambli,4,3868,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,3.4
bodakdev/satellite/sindhubhavan marg,4,2079,Resale,Ready to Move,10,Semi-Furnished,East,3,Mid Floor,Medium,2.65
paldi/derasar-rd/ambawadi,4,3447,Resale,Other,14,Unfurnished,East,3,Mid Floor,Medium,2.62
shela,5,4508,New Property,Ready to Move,21,Unfurnished,West,4,Mid Floor,Medium,3.41
bodakdev/satellite/sindhubhavan marg,4,2480,New Property,Under Construction,18,Unfurnished,East,3,Mid Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,4230,New Property,Under Construction,22,Unfurnished,East,3,High Floor,Medium,2.87
thaltej,4,2502,Resale,Ready to Move,3,Semi-Furnished,East,3,Low Floor,Medium,3.25
thaltej,4,3130,New Property,Ready to Move,10,Unfurnished,East,3,Mid Floor,Medium,3.2
thaltej,4,3906,New Property,Under Construction,10,Unfurnished,East,3,Mid Floor,Medium,2.92
thaltej,4,1878,Resale,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.7
shela,5,4508,New Property,Ready to Move,20,Unfurnished,East,4,Mid Floor,Medium,3.4
paldi/derasar-rd/ambawadi,4,3700,New Property,Under Construction,14,Unfurnished,East,3,High Floor,Medium,3.0
shela,4,3538,Resale,Ready to Move,20,Unfurnished,East,3,Mid Floor,Medium,2.7
bopal/ghuma/shilaj/ambli,4,2494,New Property,Ready to Move,12,Unfurnished,North,3,Mid Floor,Medium,3.09
shela,5,2727,New Property,Ready to Move,21,Unfurnished,East,4,High Floor,Medium,2.93
bodakdev/satellite/sindhubhavan marg,4,2706,New Property,Under Construction,13,Unfurnished,North - East,3,Mid Floor,Medium,3.26
bodakdev/satellite/sindhubhavan marg,4,3960,Resale,Ready to Move,13,Furnished,East,3,Mid Floor,Medium,3.5
bopal/ghuma/shilaj/ambli,4,2294,Resale,Ready to Move,21,Unfurnished,East,3,High Floor,Medium,3.47
science city,4,2625,New Property,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.9
thaltej,4,3350,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,3.34
bopal/ghuma/shilaj/ambli,4,2954,Resale,Ready to Move,22,Unfurnished,East,3,High Floor,Medium,3.1
bopal/ghuma/shilaj/ambli,4,3553,New Property,Under Construction,22,Unfurnished,East,3,Low Floor,Medium,2.98
thaltej,4,2200,New Property,Ready to Move,17,Unfurnished,East,3,High Floor,Medium,3.1
bodakdev/satellite/sindhubhavan marg,4,3280,Resale,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,2.9
navrangpura/memnagar/ellisbridge,4,2263,New Property,Under Construction,8,Unfurnished,East,3,Mid Floor,Medium,2.81
bopal/ghuma/shilaj/ambli,4,2199,New Property,Under Construction,7,Unfurnished,East,3,Mid Floor,Medium,3.09
bodakdev/satellite/sindhubhavan marg,4,2640,Resale,Ready to Move,12,Furnished,East,3,Mid Floor,Medium,3.11
bodakdev/satellite/sindhubhavan marg,4,2564,New Property,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,2.99
